timestamp,open,high,low,close,volume
2024-10-14,94.1800,95.1900,93.8000,94.9700,6261964
2024-10-11,92.8500,94.6100,92.8000,94.1300,8089133
2024-10-10,93.7200,93.8800,92.6900,92.9900,6698039
2024-10-09,91.8600,94.0100,91.4600,93.6000,8654470
2024-10-08,92.5150,93.7400,91.6900,92.5100,10209056
2024-10-07,95.0900,95.1400,91.7600,92.3900,11043614
2024-10-04,94.3000,95.3400,93.8900,95.1500,6317333
2024-10-03,93.6100,94.0900,93.1306,93.6300,6180349
2024-10-02,93.5900,94.5800,93.5900,94.1500,6144176
2024-10-01,95.1900,95.8500,93.3201,94.0500,10099234
2024-09-30,96.8500,97.5700,95.4400,96.1900,7988690
2024-09-27,95.4850,96.9000,95.2800,96.0100,10155420
2024-09-26,94.4600,95.7850,94.1750,95.2000,10061553
2024-09-25,93.6400,94.4400,93.3520,93.9200,8408242
2024-09-24,93.3400,93.7900,92.4600,93.6900,7860272
2024-09-23,93.6950,93.7000,92.1600,92.9700,7338661
2024-09-20,93.2000,94.0100,92.8200,93.7500,19251537
2024-09-19,94.8200,95.2900,93.3200,93.4500,10912446
2024-09-18,93.5200,94.0700,92.6900,93.5800,10289766
2024-09-17,92.3700,93.2500,92.1700,92.8600,8193075
2024-09-16,91.1000,92.3700,90.9500,91.8500,9028572
2024-09-13,89.4500,90.7200,89.3900,90.5500,7084239
2024-09-12,88.2200,89.3289,88.1800,89.3000,7181709
2024-09-11,88.0500,88.4300,86.5900,88.3200,10779000
2024-09-10,88.3300,88.8900,87.9800,88.4000,6858313
2024-09-09,88.2200,88.8850,87.8100,88.3400,8750247
2024-09-06,88.4500,89.0900,87.7200,87.9400,7791503
2024-09-05,89.6650,89.6650,88.3400,88.6500,6234114
2024-09-04,88.9500,90.0201,88.8200,89.2500,6250570
2024-09-03,89.6050,90.4877,88.5350,89.1300,8465469
2024-08-30,89.9800,90.4500,89.4001,90.3800,8403632
2024-08-29,90.4500,90.7000,89.6300,89.8100,6181750
2024-08-28,90.3300,90.6247,88.7600,89.4900,8569690
2024-08-27,91.4300,91.7200,90.7500,90.9000,7237353
2024-08-26,90.9200,91.8000,90.9200,91.7800,8043757
2024-08-23,90.1500,90.7500,89.6800,90.5600,7369239
2024-08-22,90.9900,91.3757,89.6950,89.9200,7613030
2024-08-21,90.2200,90.7800,89.4300,90.7200,7637566
2024-08-20,90.3900,90.6700,89.3100,89.7400,8863436
2024-08-19,89.4100,90.9500,89.4100,90.8200,9723589
2024-08-16,88.9600,89.6700,88.3400,89.3000,10277743
2024-08-15,87.2500,88.9250,87.2100,88.7900,12400986
2024-08-14,86.0100,86.5400,85.5600,86.3000,9475119
2024-08-13,86.4600,86.4600,85.3100,85.6000,14615212
2024-08-12,85.8600,86.3800,85.4800,85.9500,11754596
2024-08-09,86.1300,86.2500,84.7100,86.2100,16008396
2024-08-08,85.1500,86.3300,83.9100,85.9600,21890474
2024-08-07,88.0000,89.2447,85.7500,85.9600,30581926
2024-08-06,88.2300,91.9100,87.9600,89.9700,21717509
2024-08-05,86.8900,89.5600,86.4200,87.7800,19103158
2024-08-02,92.1600,92.2000,89.0000,89.5700,15433552
2024-08-01,93.8600,93.9500,92.6000,93.0500,9263596
2024-07-31,93.7850,94.8350,93.6400,93.6900,10241834
2024-07-30,91.6700,94.0400,91.6700,93.7900,9896054
2024-07-29,90.3900,92.5500,90.1900,92.1400,13024847
2024-07-26,90.0000,90.5500,89.3350,89.9300,11301857
2024-07-25,90.0800,90.5000,89.2100,89.2100,10765285
2024-07-24,90.2200,90.7500,89.5750,89.8000,11768547
2024-07-23,90.7000,91.6900,89.8300,90.9400,22534730
2024-07-22,95.1100,95.1550,93.4900,94.1300,13377038
2024-07-19,96.8200,96.8200,95.4400,95.7400,9300963
2024-07-18,97.3600,98.0600,96.6750,96.7900,7529378
2024-07-17,98.3000,98.6100,96.5300,97.3100,9456087
2024-07-16,97.0200,98.7200,96.5400,98.4700,10755508
2024-07-15,97.3300,97.4900,96.6000,96.8700,7417699
2024-07-12,97.0950,97.8300,96.9800,97.1300,6465736
2024-07-11,97.0100,97.5800,96.3000,96.6000,7432590
2024-07-10,96.9500,97.2799,96.2500,96.9700,7761123
2024-07-09,97.4700,97.5300,96.1500,97.0500,9048576
2024-07-08,97.6900,98.2900,96.8900,97.3700,8167589
2024-07-05,98.3050,98.3050,97.5840,97.9900,8550759
2024-07-03,97.8400,99.0800,97.8300,98.6100,5029969
2024-07-02,97.9350,97.9900,96.9500,97.9900,13340320
2024-07-01,99.4000,99.7400,97.8800,98.0400,15298971
2024-06-28,102.0200,102.5800,98.3800,99.2900,21439416
2024-06-27,102.0400,102.2800,101.8100,102.1700,8365165
2024-06-26,101.9000,102.3700,101.4300,102.1800,10122311
2024-06-25,102.6600,103.6770,101.7700,102.2000,10343709
2024-06-24,102.2500,103.0800,101.9100,101.9800,7393608
2024-06-21,101.7950,102.5400,101.5850,102.2700,14144918
2024-06-20,100.5700,101.9350,100.3800,101.8400,7886934
2024-06-18,101.1200,101.7600,100.6100,101.5000,7044674
2024-06-17,100.9800,101.9200,100.6200,101.5200,10388986
2024-06-14,99.8100,100.3800,99.2500,99.9700,7087573
2024-06-13,100.6100,101.0700,99.6050,100.0900,10164570
2024-06-12,101.2000,101.6900,100.2500,100.8000,9041768
2024-06-11,102.6400,102.8800,100.7400,100.8700,9134218
2024-06-10,101.2500,102.8450,100.6350,102.7400,7633073
2024-06-07,100.8600,102.2700,100.5520,101.5400,6047828
2024-06-06,101.0500,101.9300,100.8101,101.2100,10294705
2024-06-05,103.0000,103.0800,101.0299,101.5000,10796877
2024-06-04,102.1050,103.4900,101.6300,103.3300,7269109
2024-06-03,104.1700,104.2200,102.4800,102.7700,6908604
2024-05-31,101.5200,104.0800,101.4100,103.9100,14735791
2024-05-30,101.1350,102.0700,100.9700,101.7000,7303708
2024-05-29,101.7600,102.0800,100.7700,100.8800,7376258
2024-05-28,101.3600,102.8599,100.9450,102.4400,7813094
2024-05-24,100.8500,102.0900,100.6900,101.7600,6451579
2024-05-23,102.9800,103.0100,100.2700,100.6600,10503993
2024-05-22,102.9800,103.8300,102.7450,103.0200,7190343
2024-05-21,102.9900,103.6999,102.7200,103.0100,7333306
2024-05-20,103.3300,103.6700,102.5200,102.9000,7667435
2024-05-17,103.6300,103.8200,103.0400,103.2500,7355999
2024-05-16,103.0400,104.0300,102.8400,103.3700,9476686
2024-05-15,105.6200,105.8800,101.3900,102.7700,20745621
2024-05-14,105.3000,105.9900,104.9500,105.3500,11278423
2024-05-13,105.5900,106.6408,105.5900,105.8300,9666409
2024-05-10,106.9200,107.0200,105.4200,105.7900,15884574
2024-05-09,104.6200,106.1300,104.3900,105.8000,15095970
2024-05-08,104.9000,106.4800,104.4400,105.4400,15238111
2024-05-07,107.2500,107.8800,104.2100,105.3900,55084617
2024-05-06,114.8000,116.9400,114.1500,116.4700,16303234
2024-05-03,113.5400,114.1100,112.7996,113.6600,7411112
2024-05-02,111.4300,112.8700,110.5600,112.6200,6799805
2024-05-01,111.2900,111.9900,110.2100,110.4800,6346109
2024-04-30,112.0000,112.0400,110.8000,111.1000,8156575
2024-04-29,113.0400,113.8800,110.3400,112.0800,7169209
2024-04-26,111.8500,113.0218,111.3200,112.7300,6304843
2024-04-25,111.2200,112.8900,110.3900,112.7700,8045906
2024-04-24,113.1400,114.1800,113.1400,113.9200,6157230
2024-04-23,112.8300,114.2400,112.8000,113.7100,6839318
2024-04-22,113.1000,113.6400,111.7500,111.9900,6901689
2024-04-19,111.7200,112.7150,111.0800,112.6100,9436023
2024-04-18,113.1800,114.2500,112.1900,112.4300,8235636
2024-04-17,114.0000,114.2100,112.8900,112.9400,7378993
2024-04-16,112.8200,114.5000,112.5200,113.8800,9291419
2024-04-15,114.8750,115.5500,112.7700,112.9500,9637095
2024-04-12,116.3900,116.7000,113.7300,114.0100,12155166
2024-04-11,117.5900,118.2800,116.3700,117.1500,6559411
2024-04-10,116.6000,117.5600,116.3700,117.1900,6746282
2024-04-09,117.3800,118.5100,116.8900,117.9700,7361842
2024-04-08,118.0200,118.5200,116.8200,117.3500,6257313
2024-04-05,116.6000,118.8600,116.3000,118.3800,9629442
2024-04-04,119.2200,120.1900,116.9600,117.0900,13760143
2024-04-03,122.2700,123.6902,118.3800,118.9800,22394430
2024-04-02,120.2200,123.5300,120.1600,122.8200,15437153
2024-04-01,122.0600,122.3999,120.7800,121.5300,8340899
2024-03-28,121.2500,123.7400,121.2000,122.3600,15367421
2024-03-27,120.9550,122.0262,120.0201,120.9800,10782835
2024-03-26,119.6300,120.4000,118.1900,119.9300,11870043
2024-03-25,116.9700,119.4100,116.8700,119.3600,12103553
2024-03-22,116.9200,117.6600,115.8400,115.8700,7144785
2024-03-21,116.9900,117.3600,115.8600,116.7000,10353545
2024-03-20,114.6100,116.5100,114.3600,116.4600,11699645
2024-03-19,113.4100,115.1700,113.2431,114.5100,10999744
2024-03-18,112.2900,114.4300,112.2900,113.8500,11820763
2024-03-15,111.6000,112.9600,111.4000,111.9500,15364181
2024-03-14,111.7400,112.3500,109.5100,112.0600,10491839
2024-03-13,112.7400,114.1300,112.4350,112.5000,7224140
2024-03-12,112.5150,112.9500,111.6400,112.4600,7577242
2024-03-11,110.0900,112.9100,110.0300,112.3100,8740880
2024-03-08,110.1800,111.3100,109.3400,110.3200,10009185
2024-03-07,110.7000,111.0800,109.2000,110.1800,8609290
2024-03-06,113.0800,113.3000,109.2500,110.0600,14743882
2024-03-05,113.6100,115.1900,112.2700,112.8700,14929579
2024-03-04,112.6700,114.1300,111.8000,113.6900,11558852
2024-03-01,111.4400,112.1450,111.0300,111.9500,7242396
2024-02-29,111.1400,112.7500,110.9700,111.5800,11658288
2024-02-28,108.7800,111.0400,108.6610,110.8000,10773048
2024-02-27,107.7800,109.5800,107.7800,109.4200,7594956
2024-02-26,107.5200,108.7600,107.3800,107.6800,8694150
2024-02-23,107.5700,108.0000,105.8300,107.7400,11723952
2024-02-22,107.9900,108.4900,107.4050,107.6400,9266195
2024-02-21,108.4800,109.2200,107.2350,107.6700,10454428
2024-02-20,110.8500,111.1280,109.3500,109.4400,9770911
2024-02-16,112.0200,112.5600,111.1600,111.6000,8782223
2024-02-15,111.0800,112.9200,111.0800,112.4500,9961907
2024-02-14,110.5800,111.6800,109.6700,111.5600,11405491
2024-02-13,108.2800,110.6500,108.2100,110.4600,14594483
2024-02-12,107.8800,111.0599,107.8300,109.2900,13423955
2024-02-09,109.6000,110.1500,107.6900,108.3900,21509086
2024-02-08,107.0800,112.7700,106.8000,110.5400,60558410
2024-02-07,97.3900,99.2800,96.6400,99.1400,28886282
2024-02-06,96.9200,99.3200,96.7900,99.2900,16498476
2024-02-05,96.7000,97.3700,96.4900,96.6500,11679341
2024-02-02,96.2800,97.4100,95.8200,97.1300,9321343
2024-02-01,96.3700,97.9300,95.9000,97.0600,8484801
2024-01-31,96.4200,97.5700,95.8114,96.0500,9592304
2024-01-30,96.5200,97.5400,96.0100,96.9400,9139614
2024-01-29,95.4200,97.5000,95.0000,97.4900,13422221
2024-01-26,95.0000,95.5300,94.7000,95.3600,7812755
2024-01-25,93.9200,94.9400,93.7500,94.8600,8661572
2024-01-24,94.4200,95.2500,93.2550,93.5000,10292531
2024-01-23,95.4300,95.8900,93.1750,93.7700,11559411
2024-01-22,92.8700,95.2300,92.8700,95.0800,15119379
2024-01-19,92.3200,93.5800,91.6300,93.0600,19790081
2024-01-18,90.6550,92.5100,90.4050,92.2100,12203197
2024-01-17,92.5750,93.7600,90.1000,90.3400,15735217
2024-01-16,90.2900,93.0900,89.4550,93.0500,16780869
2024-01-12,89.6500,90.8300,89.6500,90.3500,11919448
2024-01-11,89.3900,89.7798,88.6850,89.4500,9642176
2024-01-10,89.8200,89.8200,88.8800,89.2900,15091574
2024-01-09,91.0500,91.1000,89.6020,89.6700,11255050
2024-01-08,91.5500,91.9400,91.0000,91.5500,11103717
2024-01-05,90.4100,91.3200,90.3550,90.9000,8535865
2024-01-04,91.9400,91.9400,90.0000,90.5600,12087430
2024-01-03,90.2300,92.0800,90.0000,91.6500,11929768
2024-01-02,90.1000,91.4750,89.7304,90.7100,10587634
2023-12-29,90.1200,90.6000,89.8600,90.2900,9210954
2023-12-28,90.0900,90.9799,89.9700,90.4000,8479648
2023-12-27,90.9100,90.9393,90.0400,90.3800,11055472
2023-12-26,90.8400,91.2681,90.6000,90.9500,8086935
2023-12-22,91.6200,92.2400,90.7500,91.0200,9419816
2023-12-21,91.9300,92.0800,91.0600,92.0200,13037178
2023-12-20,93.2400,94.2700,91.2500,91.2700,13060571
2023-12-19,92.6400,93.9900,92.6100,93.9300,8775514
2023-12-18,92.7000,93.7100,92.7000,92.8600,9083570
2023-12-15,93.0500,93.9480,92.9300,93.4600,17551598
2023-12-14,93.2100,94.8300,93.2100,93.9400,12439334
2023-12-13,91.1700,92.8700,90.7800,92.8300,10173236
2023-12-12,92.1200,92.2000,90.8614,91.0700,13218428
2023-12-11,92.7300,93.0800,91.9700,92.2000,10810961
2023-12-08,92.0550,93.5400,92.0550,92.8200,9498155
2023-12-07,91.8000,93.3900,91.6500,92.3500,10264684
2023-12-06,91.1100,92.5450,90.6200,91.5000,10386257
2023-12-05,91.6100,91.7800,89.9310,90.7900,12356988
2023-12-04,91.9000,92.4100,91.6100,92.0100,12602805
2023-12-01,92.7400,92.8400,91.7700,92.5800,11898169
2023-11-30,93.5500,93.8600,92.2000,92.6900,13396699
2023-11-29,92.6000,93.2400,91.4400,92.5000,13857038
2023-11-28,95.0000,95.1400,92.4450,92.5000,18660305
2023-11-27,95.7400,95.7400,94.5150,95.1700,11049470
2023-11-24,94.9000,96.5100,94.9000,96.0600,5440468
2023-11-22,94.9100,95.7061,94.7600,95.0700,7330932
2023-11-21,94.7300,94.9600,93.9600,94.4500,7654843
2023-11-20,93.9800,95.5850,93.8700,95.0300,14114766
2023-11-17,94.7500,95.3770,93.9200,94.1500,12201304
2023-11-16,93.8900,94.6100,93.6300,94.5100,12923919
2023-11-15,92.9900,94.5650,92.7400,93.9300,20593054
2023-11-14,90.0300,91.5417,89.9900,91.0700,13152029
2023-11-13,88.4200,89.9000,87.4051,89.4400,12834443
2023-11-10,90.1300,90.1600,86.9350,88.2700,25200001
2023-11-09,87.8400,91.2100,87.6000,90.3400,51062704
2023-11-08,84.1400,84.9200,83.9500,84.5000,26942600
2023-11-07,84.1550,84.6800,83.9500,84.5900,10540204
2023-11-06,85.0800,85.8000,83.5900,84.0200,14160922
2023-11-03,84.1700,85.9300,84.1600,85.0700,11331778
2023-11-02,81.8500,83.3000,81.8200,83.2900,11518450
2023-11-01,81.5300,81.5800,80.1800,81.0700,9092974
2023-10-31,80.6900,81.6650,80.3300,81.5900,8672234
2023-10-30,79.7200,80.9300,79.5300,80.6800,10291181
2023-10-27,79.7500,81.0250,79.2300,79.3300,10300556
2023-10-26,80.0800,80.6100,79.4200,79.7800,11650989
2023-10-25,82.1300,82.5500,80.5150,80.5900,9372522
2023-10-24,83.4100,84.1997,81.7400,82.5600,11499469
2023-10-23,82.0800,84.0250,80.9100,83.1000,10772524
2023-10-20,82.9000,83.4400,82.6100,82.6500,10436993
2023-10-19,85.2600,85.2700,83.1700,83.2500,14316809
2023-10-18,85.6900,86.2600,84.6000,84.6800,10047019
2023-10-17,85.3450,86.2850,85.3100,86.2000,9985651
2023-10-16,84.3100,85.9250,84.3100,85.7100,10275144
2023-10-13,83.9400,84.5800,83.3841,84.3500,10813094
2023-10-12,84.8300,85.0650,83.5100,84.3500,9554881
2023-10-11,85.3700,85.7200,84.2550,84.8500,9499170
2023-10-10,84.7900,85.2850,83.9300,84.9900,9450609
2023-10-09,84.3000,84.8800,83.1300,84.7000,13604405
2023-10-06,81.0500,83.5300,80.4900,82.9400,15391073
2023-10-05,79.1000,80.9400,78.8800,80.8100,15466571
2023-10-04,79.6100,79.7940,78.7309,79.3200,12010508
2023-10-03,81.2500,81.8900,79.4600,79.5400,12586235
2023-10-02,80.9200,81.7700,80.7900,81.6700,9128074
2023-09-29,80.6600,81.3300,80.4100,81.0500,11261366
2023-09-28,80.2800,80.9200,79.6514,80.1300,12229820
2023-09-27,80.1200,80.5600,79.2150,79.9000,14662506
2023-09-26,80.5000,80.7350,79.7900,80.0500,14867862
2023-09-25,81.5600,81.7700,80.5638,81.0100,11034439
2023-09-22,82.9100,83.3500,81.2000,81.2500,11495300
2023-09-21,82.0600,83.6700,81.9200,82.7300,14378025
2023-09-20,82.0300,83.2000,81.6400,82.5600,12715167
2023-09-19,83.9150,84.7900,81.7100,81.9400,21478915
2023-09-18,85.2400,85.9200,84.9800,85.0200,11894183
2023-09-15,85.2200,86.1900,84.6100,85.5800,21631240
2023-09-14,84.0000,84.7400,83.0400,84.4800,22371918
2023-09-13,83.3500,84.0450,83.1200,83.4800,9772692
2023-09-12,83.0300,84.6700,82.5700,83.6800,16594608
2023-09-11,81.9400,83.8500,81.1700,82.5200,26579061
2023-09-08,80.5400,81.6700,80.1700,81.5800,16233621
2023-09-07,80.8200,80.8500,79.7500,80.5700,14767972
2023-09-06,80.7900,82.0900,80.5300,80.9800,15518544
2023-09-05,81.4200,82.3850,81.1750,81.1900,12741682
2023-09-01,82.1050,82.2300,80.5300,81.6400,27701889
2023-08-31,84.4600,84.6100,83.6400,83.6800,10447960
2023-08-30,84.4000,84.6800,83.8300,84.2800,11816643
2023-08-29,83.7900,84.5450,83.7300,84.4000,11210669
2023-08-28,83.8300,84.6850,83.5300,84.1600,12166436
2023-08-25,83.0700,83.6500,82.4600,83.3600,16050882
2023-08-24,85.5100,85.9500,82.4600,82.4700,27531021
2023-08-23,85.8100,86.3250,85.6350,85.8300,7575953
2023-08-22,85.7100,86.0911,85.3700,85.7900,9845852
2023-08-21,85.8100,86.2500,85.4094,85.8800,11214986
2023-08-18,85.3700,86.7200,85.3700,85.9600,12364388
2023-08-17,86.9200,86.9600,85.8000,85.9200,14206015
2023-08-16,86.5400,87.0600,86.0800,86.3500,12182717
2023-08-15,87.9900,88.2300,86.8900,87.0600,13677866
2023-08-14,88.9900,89.3000,87.9900,88.8100,13676384
2023-08-11,91.3200,91.3500,88.8600,89.0200,21998920
2023-08-10,89.9700,92.5300,87.7500,91.7600,56716750
2023-08-09,89.2000,89.5600,87.0400,87.4900,32517915
2023-08-08,86.5000,88.3300,86.1000,88.1300,16767893
2023-08-07,86.6600,87.2300,85.9900,86.8300,10818366
2023-08-04,85.9400,87.1080,85.4500,86.3000,11533906
2023-08-03,85.8200,86.4600,85.4500,85.4900,14194137
2023-08-02,88.2600,88.3300,86.2600,86.3000,15162662
2023-08-01,89.1200,89.7300,88.4600,89.0300,13745084
2023-07-31,87.0000,89.3600,86.8800,88.8900,20837786
2023-07-28,85.8600,86.5800,85.4450,86.1300,13638332
2023-07-27,86.6000,86.8800,85.1900,85.3600,16691368
2023-07-26,85.6700,86.2700,85.4500,85.8600,14983702
2023-07-25,85.7300,86.3100,85.1600,85.6300,15335411
2023-07-24,87.4900,87.9600,86.5501,86.6000,13911900
2023-07-21,86.2950,87.9000,85.8800,87.1800,19900961
2023-07-20,86.8400,87.1780,86.0300,86.2100,15277532
2023-07-19,86.2000,87.8900,86.1900,87.0400,17177010
2023-07-18,85.5100,87.3000,85.3100,85.9500,21915527
2023-07-17,88.4200,88.4900,85.3000,85.5600,34503444
2023-07-14,90.4100,90.4900,88.4211,88.6200,17769989
2023-07-13,90.5500,90.8100,89.0805,90.4700,15325522
2023-07-12,90.1100,90.7099,89.5700,90.1500,14912079
2023-07-11,88.1950,89.5900,88.1500,89.4900,13735507
2023-07-10,88.2500,88.6800,87.8550,88.1000,13642620
2023-07-07,88.3100,89.7300,88.0800,88.6400,9705123
2023-07-06,88.6700,88.8300,87.7800,88.7400,12108532
2023-07-05,90.1100,90.3898,89.2500,89.7900,11028782
2023-07-03,89.1150,90.9500,88.9100,90.5000,7979547
2023-06-30,89.1800,89.6000,88.6050,89.2800,12837549
2023-06-29,87.8000,89.1200,87.3400,88.9500,13402579
2023-06-28,89.3900,89.4000,88.5250,88.8300,12118274
2023-06-27,88.9000,89.6600,88.4900,89.0600,10032652
2023-06-26,88.0400,89.4899,87.7700,88.7000,13132684
2023-06-23,88.0150,88.3950,87.6100,88.1000,13538013
2023-06-22,88.4400,89.1900,88.1200,88.4900,10915328
2023-06-21,89.5500,89.6700,88.1100,88.6400,17872964
2023-06-20,90.2900,90.7800,89.7400,89.7500,14939188
2023-06-16,92.8800,92.9700,90.8600,91.3200,22683385
2023-06-15,92.0600,93.5200,91.6100,92.9400,13354606
2023-06-14,94.2600,94.5200,91.9200,92.4500,15877377
2023-06-13,94.1200,94.4400,93.4400,93.8500,12964433
2023-06-12,92.2500,93.2250,91.7700,93.1400,12357611
2023-06-09,92.7800,92.9200,91.5500,91.9300,9634420
2023-06-08,92.5200,92.6800,91.3000,92.5300,9030165
2023-06-07,92.7800,93.0800,91.8600,92.5200,11082425
2023-06-06,91.1000,92.5100,91.0200,92.1600,12109084
2023-06-05,91.2000,91.7600,89.4400,91.0000,18506712
2023-06-02,89.6300,91.3400,89.6000,90.7700,14350246
2023-06-01,88.4000,89.0550,87.1100,88.5900,11993172
2023-05-31,87.5800,88.1700,87.1500,87.9600,11084369
2023-05-30,88.9700,88.9700,87.0100,87.8200,14800733
2023-05-26,88.4900,89.2400,88.1000,88.2900,12892702
2023-05-25,89.5600,89.5600,87.7900,88.1400,13605760
2023-05-24,89.4400,89.4900,88.4100,89.0700,15350772
2023-05-23,91.1000,92.0300,89.8050,89.8200,14778699
2023-05-22,91.3300,91.9350,89.8900,91.8200,14150642
2023-05-19,93.0000,93.0000,91.3150,91.3500,16429040
2023-05-18,92.8450,94.2400,92.4600,93.7600,15014823
2023-05-17,91.0200,93.0500,90.8500,92.7700,12461594
2023-05-16,92.0400,92.4150,90.7800,90.9800,17013309
2023-05-15,91.5400,92.8700,90.7000,92.8600,16792049
2023-05-12,92.3400,92.8800,91.2400,91.9900,21837450
2023-05-11,94.8000,95.1100,91.8800,92.3100,57127242
2023-05-10,103.0000,103.2500,100.0400,101.1400,19525153
2023-05-09,102.9100,102.9800,102.0900,102.1800,6829880
2023-05-08,101.7000,103.9100,101.6900,102.9700,10810139
2023-05-05,98.5900,100.8461,98.1100,100.5200,9300109
2023-05-04,99.5400,99.5400,96.6100,97.4500,13260720
2023-05-03,101.0600,102.5800,100.6400,100.8600,7772064
2023-05-02,101.3300,101.6950,99.6200,100.6000,6955902
2023-05-01,102.4050,102.6087,101.6050,102.2100,6909535
2023-04-28,99.3700,102.5600,99.0800,102.5000,11329689
2023-04-27,97.1300,100.0650,96.7100,99.9300,8166466
2023-04-26,97.8400,98.4800,96.4550,96.6100,8480415
2023-04-25,99.3750,99.7100,98.0100,98.0100,6511394
2023-04-24,100.1450,100.7350,98.6700,99.6800,8540571
2023-04-21,98.1600,99.7200,97.7200,99.5700,9467979
2023-04-20,97.7500,98.5800,97.3910,98.0700,7762736
2023-04-19,99.7800,99.8300,98.3550,98.7500,11523307
2023-04-18,100.6100,101.1500,99.5950,100.9300,8180148
2023-04-17,99.5700,100.5700,99.1500,100.3000,6692783
2023-04-14,100.5000,100.8600,98.9300,99.9000,7337250
2023-04-13,98.5100,101.0700,98.5100,100.8400,8744977
2023-04-12,101.2500,102.2200,97.7000,97.9400,9289196
2023-04-11,101.1600,101.9100,100.2900,100.4200,7504624
2023-04-10,99.3000,100.8100,98.9000,100.8100,8016576
2023-04-06,99.4400,100.3200,98.5500,99.9700,7042486
2023-04-05,99.7000,100.1800,98.6320,99.9100,7747230
2023-04-04,100.3000,100.4200,98.7600,99.5700,6794168
2023-04-03,100.2100,100.4300,99.2700,99.7600,7313201
2023-03-31,98.8900,100.2000,98.5000,100.1300,8919965
2023-03-30,98.7300,98.9200,97.6700,98.1000,7669482
2023-03-29,96.0800,96.9100,95.3500,96.8700,5889123
2023-03-28,95.5100,96.0000,94.5900,94.8200,5426053
