Date,Open,High,Low,Close,Volume,RSI,SMA10,SMA20,SMA50,SMA200
2006-05-26,128.01,128.38,127.51,128.38,62989700,47.5999,127.255,129.34099999999998,129.8298,125.97354999999999
2006-05-30,127.97,128.0,126.05,126.1,72419900,39.2381,126.91499999999999,129.126,129.73940000000002,125.98495000000001
2006-05-31,126.62,127.51,126.2,127.51,86926200,45.6023,126.73499999999999,128.9325,129.68140000000002,126.0072
2006-06-01,127.38,128.94,127.27,128.73,73721700,50.4393,126.923,128.8245,129.6642,126.03174999999999
2006-06-02,129.25,129.43,128.32,129.0,91702600,51.4678,127.202,128.7065,129.6366,126.06569999999999
2006-06-05,128.85,128.86,126.77,127.12,86105100,44.5371,127.204,128.4365,129.5768,126.09030000000001
2006-06-06,127.21,127.38,125.76,126.81,130498600,43.497,127.272,128.159,129.5088,126.1134
2006-06-07,126.91,127.65,125.79,125.86,108599400,40.3844,127.34099999999998,127.821,129.4256,126.13034999999999
2006-06-08,125.58,126.5,123.87,125.75,204957200,40.0272,127.29899999999998,127.481,129.3562,126.14675
2006-06-09,126.36,126.96,125.29,125.35,94972200,38.6872,127.06099999999999,127.201,129.2626,126.1623
2006-06-12,125.88,125.93,123.82,123.99,95815900,34.463,126.622,126.9385,129.1464,126.17649999999999
2006-06-13,123.74,124.84,122.55,122.55,185688800,30.6473,126.26700000000001,126.59099999999998,129.0008,126.1813
2006-06-14,122.84,123.63,122.34,123.5,163566400,35.7049,125.86600000000001,126.30049999999999,128.8762,126.195
2006-06-15,123.95,126.36,123.86,126.12,134057000,47.1516,125.60499999999999,126.26399999999998,128.7874,126.21714999999999
2006-06-16,125.29,125.56,124.46,124.65,94253500,44.194,125.17,126.18599999999999,128.66019999999997,126.23514999999999
2006-06-19,125.4,125.48,123.55,123.67,95804400,41.1984,124.825,126.0145,128.5162,126.24060000000001
2006-06-20,124.01,124.81,123.72,124.09,65494700,42.9821,124.553,125.9125,128.4072,126.24860000000001
2006-06-21,124.0,125.7,123.96,125.01,75008200,46.7898,124.468,125.90449999999998,128.3126,126.2623
2006-06-22,124.95,125.06,124.04,124.46,74566100,44.8611,124.33900000000001,125.81899999999999,128.22899999999998,126.2661
2006-06-23,124.33,125.3,124.03,124.44,54107000,44.7888,124.248,125.65449999999998,128.1402,126.26875
2006-06-26,124.54,125.06,124.25,124.99,37899600,47.304,124.348,125.48500000000001,128.0658,126.27619999999999
2006-06-27,125.01,125.29,123.77,123.91,69780200,43.1473,124.484,125.37550000000002,127.9708,126.27275
2006-06-28,124.19,124.77,123.65,124.75,62368100,47.0449,124.609,125.2375,127.8518,126.27475
