timestamp,open,high,low,close,volume,candle,rsi
22/11/2024,145.93,147.16,141.1,141.95,236406154,FALSE,42.85714286
21/11/2024,149.35,152.89,140.7,146.67,400946570,FALSE,42.85714286
20/11/2024,147.41,147.56,142.73,145.89,309871654,FALSE,50
19/11/2024,141.32,147.13,140.99,147.01,227834912,TRUE,50
18/11/2024,139.5,141.55,137.15,140.15,221865993,TRUE,42.85714286
15/11/2024,144.87,145.24,140.08,141.98,250132869,FALSE,42.85714286
14/11/2024,147.64,149,145.55,146.76,194463301,FALSE,42.85714286
13/11/2024,149.07,149.33,145.9,146.27,191903267,FALSE,50
12/11/2024,146.78,149.65,146.01,148.29,198634738,TRUE,50
11/11/2024,148.68,148.85,143.57,145.26,182325620,FALSE,42.85714286
8/11/2024,148.77,149.77,146.26,147.63,175665830,FALSE,50
7/11/2024,146.39,148.93,146.17,148.88,207323303,TRUE,57.14285714
6/11/2024,142.96,146.49,141.96,145.61,242043945,TRUE,50
5/11/2024,137.45,140.3701,137.33,139.91,160537373,TRUE,42.85714286
4/11/2024,137.21,138.96,135.57,136.05,187528173,FALSE,42.85714286
1/11/2024,134.7,137.31,134.57,135.4,207127838,TRUE,42.85714286
31/10/2024,137.6,137.61,132.1106,132.76,270039641,FALSE,42.85714286
30/10/2024,139.54,140.33,136.81,139.335,179418082,FALSE,50
29/10/2024,140.285,142.2598,138.9,141.25,157593634,TRUE,57.14285714
28/10/2024,143,143.14,140.05,140.52,173586745,FALSE,50
25/10/2024,140.93,144.13,140.8,141.54,205122109,TRUE,57.14285714
24/10/2024,140.82,141.35,138.46,140.41,172354888,FALSE,57.14285714
23/10/2024,142.03,142.43,137.46,139.56,285930038,FALSE,57.14285714
22/10/2024,142.91,144.42,141.78,143.59,226311589,TRUE,64.28571429
21/10/2024,138.13,143.71,138,143.71,264554514,TRUE,64.28571429
18/10/2024,138.665,138.9,137.28,138,176090184,FALSE,57.14285714
17/10/2024,139.34,140.89,136.87,136.93,306435921,FALSE,64.28571429
16/10/2024,133.98,136.62,131.58,135.72,264879720,TRUE,64.28571429
15/10/2024,137.87,138.57,128.74,131.6,377831021,FALSE,57.14285714
14/10/2024,136.47,139.6,136.3,138.07,232347668,TRUE,64.28571429
11/10/2024,134.01,135.78,133.66,134.8,170209474,TRUE,64.28571429
10/10/2024,131.91,135,131,134.81,242311337,TRUE,57.14285714
9/10/2024,134.11,134.52,131.38,132.65,246191612,FALSE,50
8/10/2024,130.26,133.48,129.42,132.89,285722485,TRUE,57.14285714
7/10/2024,124.99,130.64,124.95,127.72,346250233,TRUE,50
4/10/2024,124.94,125.04,121.83,124.92,244465552,FALSE,42.85714286
3/10/2024,120.92,124.36,120.3401,122.85,277117973,TRUE,42.85714286
2/10/2024,116.44,119.38,115.14,118.85,221845887,TRUE,42.85714286
1/10/2024,121.765,122.4351,115.79,117,302094485,FALSE,42.85714286
30/9/2024,118.31,121.5,118.15,121.44,227053651,TRUE,50
27/9/2024,123.97,124.03,119.26,121.4,271009175,FALSE,50
26/9/2024,126.8,127.665,121.8,124.04,302582868,FALSE,57.14285714
25/9/2024,122.02,124.94,121.61,123.51,284692948,TRUE,57.14285714
24/9/2024,116.515,121.8,115.38,120.87,354966772,TRUE,57.14285714
23/9/2024,116.55,116.99,114.86,116.26,206228490,FALSE,57.14285714
20/9/2024,117.06,118.6181,115.3901,116,382462428,FALSE,57.14285714
19/9/2024,117.35,119.66,117.25,117.87,293506438,TRUE,57.14285714
18/9/2024,115.89,117.7,113.22,113.37,310318937,FALSE,50
17/9/2024,118.17,118.8,114.83,115.59,231925876,FALSE,50
16/9/2024,116.79,118.18,114.36,116.78,248772308,FALSE,57.14285714
13/9/2024,119.08,119.955,117.6,119.1,238358328,TRUE,57.14285714
12/9/2024,116.84,120.79,115.38,119.14,367100496,TRUE,57.14285714
11/9/2024,109.39,117.19,107.42,116.91,441422370,TRUE,50
10/9/2024,107.81,109.4,104.95,108.1,268283736,TRUE,50
9/9/2024,104.88,106.55,103.69,106.47,273912015,TRUE,42.85714286
6/9/2024,108.04,108.15,100.95,102.83,413638098,FALSE,42.85714286
5/9/2024,104.985,109.65,104.76,107.21,306850696,TRUE,50
4/9/2024,105.41,113.27,104.12,106.21,368378810,TRUE,50
3/9/2024,116.01,116.21,107.29,108,477155100,FALSE,42.85714286
30/8/2024,119.53,121.75,117.22,119.37,333751583,FALSE,50
29/8/2024,121.355,124.43,116.71,117.59,453023305,FALSE,57.14285714
28/8/2024,128.12,128.33,122.64,125.61,448101115,FALSE,57.14285714
27/8/2024,125.05,129.2,123.88,128.3,303134573,TRUE,64.28571429
26/8/2024,129.57,131.26,124.37,126.46,331964672,FALSE,57.14285714
23/8/2024,125.86,129.6,125.22,129.37,323230332,TRUE,64.28571429
22/8/2024,130.02,130.75,123.1,123.74,376189076,FALSE,64.28571429
21/8/2024,127.315,129.35,126.66,128.5,257883572,TRUE,71.42857143
20/8/2024,128.4,129.88,125.89,127.25,300087415,FALSE,64.28571429
19/8/2024,124.28,130,123.42,130,318333577,TRUE,71.42857143
16/8/2024,121.94,125,121.18,124.58,302589872,TRUE,64.28571429
15/8/2024,118.76,123.24,117.47,122.86,318086673,TRUE,57.14285714
14/8/2024,118.53,118.6,114.07,118.08,339246407,FALSE,50
13/8/2024,112.44,116.23,111.58,116.14,312646660,TRUE,50
12/8/2024,106.32,111.07,106.26,109.02,325559870,TRUE,42.85714286
9/8/2024,105.64,106.6,103.43,104.75,290844157,FALSE,35.71428571
8/8/2024,102,105.5,97.52,104.97,391910023,TRUE,42.85714286
7/8/2024,107.81,108.8,98.69,98.91,411440423,FALSE,35.71428571
6/8/2024,103.84,107.71,100.55,104.25,409012089,TRUE,35.71428571
5/8/2024,92.06,103.41,90.69,100.45,552842375,TRUE,28.57142857
2/8/2024,103.76,108.72,101.37,107.27,482027464,TRUE,21.42857143
1/8/2024,117.53,120.16,106.8104,109.21,523462326,FALSE,14.28571429
31/7/2024,112.9,118.34,110.88,117.02,473174182,TRUE,21.42857143
30/7/2024,111.52,111.99,102.54,103.73,486833274,FALSE,14.28571429
29/7/2024,113.69,116.28,111.3,111.59,248152068,FALSE,21.42857143
26/7/2024,116.19,116.2,111.58,113.06,293399073,FALSE,28.57142857
25/7/2024,113.04,116.63,106.3,112.28,460067019,FALSE,35.71428571
24/7/2024,119.17,119.95,113.44,114.25,327776884,FALSE,35.71428571
23/7/2024,122.78,124.69,122.1,122.59,173910983,FALSE,42.85714286
22/7/2024,120.35,124.07,119.86,123.54,258068943,TRUE,50
19/7/2024,120.35,121.6,117.37,117.93,217223800,FALSE,50
18/7/2024,121.85,122.4,116.56,121.09,320979530,FALSE,50
17/7/2024,121.35,121.85,116.72,117.99,390086189,FALSE,50
16/7/2024,128.44,129.04,124.58,126.36,214769515,FALSE,57.14285714
15/7/2024,130.56,131.39,127.18,128.44,208326164,FALSE,64.28571429
12/7/2024,128.26,131.92,127.22,129.24,252680535,TRUE,64.28571429
11/7/2024,135.75,136.15,127.05,127.4,374782738,FALSE,57.14285714
10/7/2024,134.03,135.1,132.42,134.91,248978569,TRUE,57.14285714
9/7/2024,130.35,133.82,128.65,131.38,287020820,TRUE,57.14285714
8/7/2024,127.49,130.77,127.04,128.2,237677322,TRUE,50
5/7/2024,127.38,128.85,125.68,125.83,214176689,FALSE,50
3/7/2024,121.66,128.28,121.36,128.28,215748955,TRUE,57.14285714
2/7/2024,121.13,123.41,121.03,122.67,218373969,TRUE,57.14285714
1/7/2024,123.47,124.84,118.83,124.3,284885534,TRUE,50
28/6/2024,124.58,127.71,122.75,123.54,315516740,FALSE,50
27/6/2024,124.1,126.41,122.92,123.99,252571693,FALSE,57.14285714
26/6/2024,126.13,128.12,122.6,126.4,362975918,TRUE,57.14285714
25/6/2024,121.2,126.5,119.32,126.09,425787456,TRUE,57.14285714
24/6/2024,123.24,124.46,118.04,118.11,476060866,FALSE,57.14285714
21/6/2024,127.12,130.63,124.3,126.57,655484664,FALSE,64.28571429
20/6/2024,139.8,140.76,129.52,130.78,517768425,FALSE,64.28571429
18/6/2024,131.14,136.33,130.69,135.58,294335054,TRUE,64.28571429
17/6/2024,132.99,133.73,129.58,130.98,288504444,FALSE,64.28571429
14/6/2024,129.96,132.84,128.32,131.88,309320376,TRUE,71.42857143
13/6/2024,129.39,129.8,127.16,129.61,260704537,TRUE,71.42857143
12/6/2024,123.06,126.88,122.57,125.2,299595001,TRUE,71.42857143
11/6/2024,121.77,122.87,118.74,120.91,222551158,FALSE,64.28571429
10/6/2024,120.37,123.1,117.01,121.79,308134791,TRUE,71.42857143
7/6/2024,119.77,121.69171,118.022,120.888,41238580,TRUE,71.42857143
6/6/2024,124.048,125.587,118.32,120.998,66469619,FALSE,64.28571429
5/6/2024,118.371,122.4495,117.468,122.44,52840178,TRUE,64.28571429
4/6/2024,115.716,116.6,114.045,116.437,40332401,TRUE,64.28571429
3/6/2024,113.621,115,112.003,115,43839176,TRUE,64.28571429
31/5/2024,112.52,112.717,106.94,109.633,61326250,FALSE,57.14285714
30/5/2024,114.65,115.81915,109.663,110.5,48735033,FALSE,57.14285714
29/5/2024,113.05,115.492,110.901,114.825,55744193,TRUE,57.14285714
28/5/2024,110.244,114.939,109.883,113.901,65272789,TRUE,57.14285714
24/5/2024,104.449,106.475,103,106.469,42949367,TRUE,50
23/5/2024,102.028,106.32,101.52,103.799,83506528,TRUE,50
22/5/2024,95.459,96.02,93.249,94.95,54864799,FALSE,50
21/5/2024,93.599,95.4,93.18,95.386,32894646,TRUE,57.14285714
20/5/2024,93.75,95.2,93.44,94.78,31876446,TRUE,50
17/5/2024,94.369,94.74,91.806,92.479,35969103,FALSE,42.85714286
16/5/2024,94.91,95.81899,94.103,94.359,32395182,FALSE,50
15/5/2024,92.472,94.862,91.599,94.63,41773545,TRUE,57.14285714
14/5/2024,89.599,91.651,88.934,91.356,29650708,TRUE,57.14285714
13/5/2024,90.478,90.998,88.529,90.399,28968017,FALSE,50
10/5/2024,90.3045,91.401,89.227,89.878,33532541,FALSE,57.14285714
9/5/2024,90.529,91.072,88.231,88.747,37801268,FALSE,64.28571429
8/5/2024,89.4825,91.194,89.42,90.412,32572102,TRUE,64.28571429
7/5/2024,91.098,91.78099,89.011,90.554,43734161,FALSE,57.14285714
6/5/2024,89.39,92.22,89.055,92.14,37620255,TRUE,57.14285714
3/5/2024,87.789,89.281,87.04,88.789,39834072,TRUE,57.14285714
2/5/2024,84.449,86.237,83.2,85.817,37789754,TRUE,50
1/5/2024,85.077,86,81.25456,83.041,55986317,FALSE,42.85714286
30/4/2024,87.24,88.819,86.3,86.402,36370870,FALSE,50
29/4/2024,87.595,87.992,85.266,87.757,38897076,TRUE,57.14285714
26/4/2024,83.818,88.33093,83.387,87.735,55101078,TRUE,50
25/4/2024,78.86801,83.32299,78.223,82.632,42464073,TRUE,42.85714286
24/4/2024,83.95,84.082,79.183,79.677,51220753,FALSE,42.85714286
23/4/2024,80.769,82.769,80.264,82.423,43855937,TRUE,42.85714286
22/4/2024,78.104,80.073,76.4,79.518,59634051,TRUE,42.85714286
19/4/2024,83.15,84.324,75.606,76.2,87519800,FALSE,42.85714286
18/4/2024,84.97,86.18999,82.402,84.671,44726034,FALSE,50
17/4/2024,88.34,88.775,83.95,84.035,49539951,FALSE,57.14285714
16/4/2024,86.4325,88.118,86.0639,87.415,37045302,TRUE,57.14285714
15/4/2024,89.098,90.613,85.92901,86.001,44307695,FALSE,50
12/4/2024,89.699,90.17499,87.53,88.186,42680479,FALSE,57.14285714
11/4/2024,87.42,90.73899,86.926,90.616,43163727,TRUE,64.28571429
10/4/2024,83.926,87.4,83.709,87.039,43192853,TRUE,57.14285714
9/4/2024,87.442,87.635,83.022,85.354,49977974,FALSE,57.14285714
8/4/2024,88.7,88.83,86.732,87.133,27907532,FALSE,64.28571429
5/4/2024,86.866,88.481,85.926,88.008,39772878,TRUE,64.28571429
4/4/2024,90.406,90.63399,85.88,85.905,42886990,FALSE,64.28571429
3/4/2024,88.484,90.374,88.4,88.964,36759126,TRUE,64.28571429
2/4/2024,88.448,90.094,87.62,89.452,43137935,TRUE,57.14285714
1/4/2024,90.299,92.225,89.204,90.363,44811733,TRUE,57.14285714
28/3/2024,90,91.3,89.193,90.356,43521227,TRUE,50
27/3/2024,93.112,93.24,89.123,90.25,58606723,FALSE,42.85714286
26/3/2024,95.851,96.375,92.502,92.561,51364758,FALSE,50
25/3/2024,93.941,96.76599,93.51,95.002,55213608,TRUE,57.14285714
22/3/2024,91.141,94.77799,90.83401,94.289,58671936,TRUE,57.14285714
21/3/2024,92.3,92.648,90.405,91.435,48037231,FALSE,57.14285714
20/3/2024,89.797,90.41,88.223,90.372,47906279,TRUE,64.28571429
19/3/2024,86.7,90.544,85.01,89.398,67217127,TRUE,64.28571429
18/3/2024,90.388,92.405,87.085,88.455,66897593,FALSE,64.28571429
15/3/2024,86.93,89.546,86.257,87.8365,64208616,TRUE,64.28571429
14/3/2024,89.577,90.646,86.6,87.944,59711081,FALSE,57.14285714
13/3/2024,91.055,91.504,88.435,90.888,62726626,FALSE,57.14285714
12/3/2024,88.049,91.96,86.1501,91.913,65437480,TRUE,64.28571429
11/3/2024,86.429,88.797,84.166,85.774,66611510,FALSE,57.14285714
8/3/2024,95.1379,97.4,86.506,87.528,114226906,FALSE,57.14285714
7/3/2024,90.158,92.767,89.60201,92.669,60811916,TRUE,57.14285714
6/3/2024,88.022,89.724,87.03001,88.7,58252030,TRUE,50
5/3/2024,85.27,86.097,83.41701,85.964,52063930,TRUE,50
4/3/2024,84.13,87.695,83.719,85.237,61561645,TRUE,50
1/3/2024,80,82.3,79.43503,82.279,47913510,TRUE,42.85714286
29/2/2024,79.094,79.99,78.35,79.112,50728898,TRUE,42.85714286
28/2/2024,77.62,78.933,77.125,77.663,39311040,TRUE,35.71428571
27/2/2024,79.381,79.48,77.162,78.701,39170524,FALSE,35.71428571
26/2/2024,79.7,80.64599,78.505,79.092,50397273,FALSE,35.71428571
23/2/2024,80.79,82.394,77.57,78.817,82938837,FALSE,42.85714286
22/2/2024,75.025,78.575,74.22,78.538,86509974,TRUE,50
21/2/2024,68.006,68.888,66.248,67.472,69029813,FALSE,50
20/2/2024,71.947,71.956,67.734,69.452,70483310,FALSE,57.14285714
16/2/2024,74.1,74.402,72.501,72.613,49532662,FALSE,57.14285714
15/2/2024,73.869,73.975,72.4,72.658,42012181,FALSE,64.28571429
14/2/2024,73.202,74.236,71.938,73.9,50491742,TRUE,71.42857143
13/2/2024,70.4,73.45,69.62,72.128,60258015,TRUE,64.28571429
12/2/2024,72.6,74.611,71.25,72.248,61371018,FALSE,64.28571429
9/2/2024,70.533,72.185,70.212,72.133,43663689,TRUE,71.42857143
8/2/2024,70.074,70.794,69.455,69.641,41442211,FALSE,64.28571429
7/2/2024,68.319,70.22,67.6,70.099,49557455,TRUE,71.42857143
6/2/2024,69.63,69.75399,66.3,68.223,68311136,FALSE,64.28571429
5/2/2024,68.225,69.497,67.205,69.332,68007801,TRUE,64.28571429
2/2/2024,63.974,66.6,63.69,66.16,47657765,TRUE,64.28571429
1/2/2024,62.1,63.191,61.65,63.027,36914579,TRUE,64.28571429
31/1/2024,61.44,62.26902,60.7,61.527,45379487,TRUE,57.14285714
30/1/2024,62.9,63.493,62.26,62.774,41073530,FALSE,57.14285714
29/1/2024,61.232,62.489,60.907,62.465,34873298,TRUE,64.28571429
26/1/2024,60.96,61.783,60.573,61.031,39030859,TRUE,64.28571429
25/1/2024,62.35,62.719,60.85,61.617,48277684,FALSE,64.28571429
24/1/2024,60.304,62.849,59.938,61.362,55706870,TRUE,71.42857143
23/1/2024,59.57,59.91,58.585,59.873,29465445,TRUE,71.42857143
22/1/2024,60.049,60.331,59.07,59.654,45295463,FALSE,64.28571429
19/1/2024,57.989,59.5,57.225,59.491,54350148,TRUE,64.28571429
18/1/2024,57.26,57.6,56.107,57.107,49165036,FALSE,57.14285714
17/1/2024,56.347,56.47068,54.74,56.053,47439444,FALSE,57.14285714
16/1/2024,55.018,56.83499,54.9,56.382,44957973,TRUE,64.28571429
12/1/2024,54.62,54.97,54.33008,54.71,35299360,TRUE,57.14285714
11/1/2024,54.999,55.346,53.56,54.822,59675877,FALSE,57.14285714
10/1/2024,53.616,54.6,53.489,54.35,53379576,TRUE,57.14285714
9/1/2024,52.401,54.325,51.69,53.14,77310006,TRUE,57.14285714
8/1/2024,49.512,52.275,49.479,52.253,64250990,TRUE,57.14285714
5/1/2024,48.462,49.547,48.30601,49.097,41080455,TRUE,57.14285714
4/1/2024,47.767,48.5,47.508,47.998,30653489,TRUE,50
3/1/2024,47.485,48.1841,47.32,47.569,32089617,TRUE,50
2/1/2024,49.244,49.295,47.595,48.168,41125422,FALSE,50
29/12/2023,49.813,49.997,48.751,49.522,38929330,FALSE,50
28/12/2023,49.643,49.88399,49.412,49.522,24658748,FALSE,57.14285714
27/12/2023,49.511,49.68,49.085,49.417,23215431,FALSE,64.28571429
26/12/2023,48.968,49.6,48.96,49.279,24419952,TRUE,64.28571429
22/12/2023,49.195,49.383,48.467,48.83,25250676,FALSE,64.28571429
21/12/2023,48.811,49.095,48.419,48.99,30042535,TRUE,64.28571429
20/12/2023,49.655,49.999,48.098,48.111,39789439,FALSE,64.28571429
19/12/2023,49.424,49.7,48.895,49.604,46313248,TRUE,64.28571429
18/12/2023,49.4,50.43299,49.15,50.077,41258717,TRUE,57.14285714
15/12/2023,48.194,49.404,48.12,48.89,47994758,TRUE,50
14/12/2023,48.39,48.67,47.422,48.35,39123174,FALSE,50
13/12/2023,47.629,48.594,47.608,48.088,44779186,TRUE,50
12/12/2023,46.046,47.666,46.046,47.657,37238686,TRUE,42.85714286
11/12/2023,47.491,47.531,45.83,46.627,50972809,FALSE,35.71428571
8/12/2023,46.595,47.74085,46.55,47.506,35922370,TRUE,42.85714286
7/12/2023,45.7,46.629,45.604,46.596,35082255,TRUE,35.71428571
6/12/2023,47.2145,47.387,45.412,45.503,36778599,FALSE,35.71428571
5/12/2023,45.466,46.6,45.271,46.566,37171762,TRUE,35.71428571
4/12/2023,46.077,46.077,45.01,45.51,43754344,FALSE,28.57142857
1/12/2023,46.525,47.2,46.187,46.765,36931701,TRUE,35.71428571
30/11/2023,48.024,48.11,46.422,46.77,52624663,FALSE,35.71428571
29/11/2023,48.379,48.762,47.86,48.14,38200465,FALSE,35.71428571
28/11/2023,48.236,48.3229,47.473,47.821,40149085,FALSE,42.85714286
27/11/2023,47.8,48.53,47.652,48.242,39566190,TRUE,50
24/11/2023,48.47001,48.921,47.745,47.776,29464464,FALSE,50
22/11/2023,49.852,50.33494,47.69,48.716,90064233,FALSE,57.14285714
21/11/2023,50.126,50.517,49.222,49.944,56574687,FALSE,64.28571429
20/11/2023,49.312,50.548,49.18101,50.409,41614260,TRUE,71.42857143
17/11/2023,49.524,49.717,49.007,49.298,32589691,FALSE,71.42857143
16/11/2023,48.679,49.52469,48.33,49.48,33975624,TRUE,78.57142857
15/11/2023,49.935,49.96,48.2,48.888,47549735,FALSE,71.42857143
14/11/2023,49.68,49.834,49.04001,49.656,41695387,FALSE,71.42857143
13/11/2023,48.32,49.116,48.09901,48.62,38413570,TRUE,71.42857143
10/11/2023,47.5,48.472,47.28301,48.335,42244156,TRUE,71.42857143
9/11/2023,47.467,48.23,46.75,46.95,54049597,FALSE,71.42857143
8/11/2023,46.1,46.867,45.968,46.574,34671894,TRUE,71.42857143
7/11/2023,45.719,46.218,45.1575,45.955,34316547,TRUE,64.28571429
6/11/2023,45.2845,45.935,44.899,45.751,40073335,TRUE,57.14285714
3/11/2023,44.02,45.30899,43.723,45.005,42460959,TRUE,50
2/11/2023,43.328,43.884,42.894,43.506,40917187,TRUE,50
1/11/2023,40.884,42.381,40.869,42.325,43759290,TRUE,42.85714286
31/10/2023,40.45,40.879,39.23001,40.78,51796870,TRUE,42.85714286
30/10/2023,41.087,41.766,40.481,41.161,38802814,TRUE,42.85714286
27/10/2023,41.13,41.206,40.015,40.5,41678441,FALSE,42.85714286
26/10/2023,41.853,42.25555,39.88019,40.326,54100132,FALSE,50
25/10/2023,43.398,43.65,41.555,41.779,39837922,FALSE,57.14285714
24/10/2023,43.077,43.697,42.691,43.663,40146337,TRUE,64.28571429
23/10/2023,41.229,43.24799,40.945,42.975,47853049,TRUE,64.28571429
20/10/2023,41.89,42.47,41.078,41.387,47726605,FALSE,57.14285714
19/10/2023,42.811,43.297,41.882,42.101,50123308,FALSE,64.28571429
18/10/2023,42.591,43.219,41.825,42.196,62729434,FALSE,64.28571429
17/10/2023,44,44.754,42.48,43.938,81233267,FALSE,71.42857143
16/10/2023,45.063,46.225,44.912,46.095,37509924,TRUE,78.57142857
13/10/2023,46.96,47.116,45.28,45.461,47542599,FALSE,71.42857143
12/10/2023,46.777,47.609,46.33,46.945,48132500,TRUE,78.57142857
11/10/2023,46.196,46.859,46.05,46.806,37813689,TRUE,78.57142857
10/10/2023,45.31,46.259,45.088,45.798,36858208,TRUE,71.42857143
9/10/2023,44.842,45.605,44.368,45.273,40967472,TRUE,64.28571429
6/10/2023,44.193,45.789,44.026,45.762,43443602,TRUE,57.14285714
5/10/2023,44.05,44.9,43.888,44.688,39348309,TRUE,57.14285714
4/10/2023,43.742,44.143,43.29201,44.041,36182086,TRUE,50
3/10/2023,44.808,45.13,43.246,43.517,47084954,FALSE,42.85714286
2/10/2023,44.03,45.175,43.861,44.782,43329821,TRUE,50
29/9/2023,43.827,44.144,43.30694,43.499,39782993,FALSE,50
28/9/2023,42.46,43.44631,42.115,43.089,42466279,TRUE,50
27/9/2023,42.33,42.872,41.62901,42.468,44493520,TRUE,42.85714286
26/9/2023,42.001,42.82,41.655,41.911,40228209,FALSE,42.85714286
25/9/2023,41.591,42.536,41.177,42.222,41909096,TRUE,42.85714286
22/9/2023,41.572,42.115,41.231,41.61,47923631,TRUE,42.85714286
21/9/2023,41.583,42.1,40.98,41.017,45073596,FALSE,35.71428571
20/9/2023,43.6,43.903,42.223,42.239,36710769,FALSE,35.71428571
19/9/2023,43.833,43.966,43.002,43.52,37306424,FALSE,42.85714286
18/9/2023,42.748,44.242,42,43.966,50027079,TRUE,50
15/9/2023,45.341,45.599,43.808,43.9,50683051,FALSE,50
14/9/2023,45.95,45.98699,45.131,45.581,37009720,FALSE,50
13/9/2023,44.6,45.93,44.503,45.485,39835535,TRUE,50
12/9/2023,44.738,45.673,44.531,44.87,34925634,TRUE,50
11/9/2023,46.148,46.163,44.312,45.178,47396555,FALSE,42.85714286
8/9/2023,45.942,46.606,45.271,45.572,47389994,FALSE,50
7/9/2023,45.525,46.344,45.152,46.241,43332989,TRUE,57.14285714
6/9/2023,48.441,48.549,46.58,47.061,46866957,FALSE,50
5/9/2023,48.223,48.85081,47.86,48.548,38265258,TRUE,50
1/9/2023,49.762,49.8,48.1416,48.509,46383030,FALSE,42.85714286
31/8/2023,49.38,49.744,48.958,49.355,52856977,FALSE,50
30/8/2023,49.044,49.927,48.425,49.264,73520598,TRUE,50
29/8/2023,46.666,49.081,46.39101,48.784,70139699,TRUE,50
28/8/2023,46.482,46.98,44.888,46.835,68519223,TRUE,42.85714286
25/8/2023,47.012,47.805,45.024,46.018,92534052,FALSE,35.71428571
24/8/2023,50.216,50.266,47.159,47.163,115604409,FALSE,42.85714286
23/8/2023,45.866,47.2,45.208,47.116,77904608,TRUE,42.85714286
22/8/2023,48.135,48.187,45.3331,45.668,75720691,FALSE,42.85714286
21/8/2023,44.494,47.065,44.222,46.967,69257337,TRUE,42.85714286
18/8/2023,42.635,43.57799,41.66,43.299,58376787,TRUE,42.85714286
17/8/2023,43.97,44.062,43.001,43.3435,45239482,FALSE,35.71428571
16/8/2023,44.52,44.675,43.406,43.486,52745068,FALSE,42.85714286
15/8/2023,44.56,45.268,43.71,43.94,67651151,FALSE,42.85714286
14/8/2023,40.486,43.8,40.311,43.753,69028583,TRUE,42.85714286
11/8/2023,41.751,42.018,40.639,40.855,53308526,FALSE,42.85714286
10/8/2023,42.16,43.574,41.835,42.388,49270530,TRUE,42.85714286
9/8/2023,44.274,44.312,42.134,42.554,58644907,FALSE,35.71428571
8/8/2023,44.853,45.242,44.05601,44.664,35384343,FALSE,35.71428571
7/8/2023,45.111,45.54,44.56345,45.4165,32215354,TRUE,35.71428571
4/8/2023,44.985,45.642,44.393,44.68,36266618,FALSE,35.71428571
3/8/2023,43.8,45.118,43.8,44.515,32507660,TRUE,42.85714286
2/8/2023,45.831,45.84,43.387,44.269,53014157,FALSE,35.71428571
1/8/2023,46.4595,46.9,46.027,46.507,23927597,TRUE,42.85714286
31/7/2023,46.754,47.13,46.50601,46.729,25105528,FALSE,42.85714286
28/7/2023,46.668,47.027,46.381,46.75,33119424,TRUE,42.85714286
27/7/2023,46.519,47.395,45.75,45.9,45597552,FALSE,35.71428571
26/7/2023,46.021,46.053,44.63,45.452,36423726,FALSE,42.85714286
25/7/2023,44.941,46.1825,44.923,45.679,34808091,TRUE,50
24/7/2023,44.731,45.109,44.04,44.612,38309974,FALSE,50
21/7/2023,45.788,45.866,44.1,44.309,96376863,FALSE,50
20/7/2023,46.507,47.087,45.062,45.52,53786451,FALSE,57.14285714
19/7/2023,47.464,47.818,46.742,47.077,42750179,FALSE,57.14285714
18/7/2023,46.701,47.89599,45.734,47.494,57019042,TRUE,64.28571429
17/7/2023,46.289,46.496,45.26241,46.461,51048822,TRUE,64.28571429
14/7/2023,46.58281,48.088,45.06,45.469,77207533,FALSE,57.14285714
13/7/2023,44.518,46.155,44.492,45.977,47820369,TRUE,57.14285714
12/7/2023,43.033,43.935,42.77728,43.902,48127702,TRUE,57.14285714
